source,target,time,type
51936,76816,1416,r
48591,75451,1422,r
48618,75451,1425,r
61944,75451,1427,r
78147,16686,1427,m
84141,74250,1428,m
39626,82907,1431,m
100616,79537,1431,m
17978,76883,1435,r
78834,20365,1436,m
63807,74873,1436,r
62128,74942,1437,m
62128,18062,1437,m
62128,31537,1437,m
114320,90555,1438,m
114320,77474,1438,m
114320,28171,1438,m
55385,75306,1439,r
86145,87504,1444,r
99804,74873,1445,r
76868,13603,1446,m
76868,77292,1446,m
56579,81733,1446,r
56518,82907,1448,m
31656,8075,1448,r
109247,75936,1449,r
4817,86363,1450,r
68801,74091,1451,r
4817,74873,1452,r
85144,75181,1453,r
86145,87504,1453,r
86145,87504,1457,r
99804,74873,1458,r
77905,75860,1458,m
77905,103551,1458,m
66022,81733,1459,r
30542,75181,1460,r
8570,84419,1462,m
98072,75306,1463,r
95465,86380,1463,r
75018,62409,1466,m
103929,75306,1466,r
97911,81733,1467,r
74250,84141,1469,m
93623,76084,1469,r
86116,3549,1470,m
27915,87944,1471,r
86578,96701,1472,m
106348,88015,1473,m
112230,88059,1473,r
31656,12261,1474,r
86145,87504,1475,r
65968,88015,1476,r
39449,80988,1476,r
33318,84841,1480,r
4817,74873,1480,r
16686,78147,1480,m
1792,72332,1480,m
1792,84419,1480,m
76962,86881,1481,r
49502,86363,1481,r
81057,42860,1482,m
74567,103265,1483,m
16255,74567,1483,r
74567,16255,1483,m
74567,49526,1483,m
98116,81733,1484,r
54073,75451,1486,r
46177,75153,1486,m
34808,86881,1487,r
63002,75018,1488,r
65878,75451,1489,r
90979,79385,1489,r
4817,74873,1491,r
107607,75153,1493,m
4181,86881,1495,r
49210,75451,1496,r
84336,14800,1496,m
84336,52802,1496,m
73890,77275,1497,r
80287,81733,1498,r
74187,46052,1499,m
74187,75860,1499,m
42113,74873,1500,r
82071,75936,1500,r
110576,86578,1500,r
96610,86881,1503,r
88659,48124,1504,m
88659,97234,1504,m
88659,116807,1504,m
88659,81522,1504,m
88659,3610,1504,m
88659,76454,1504,m
88659,37520,1504,m
96710,75451,1504,r
88659,89937,1504,m
88659,87155,1504,m
88659,107620,1504,m
24901,84336,1506,r
78147,16686,1507,m
55787,75181,1508,r
35363,77160,1508,r
2229,74873,1510,r
111054,86363,1511,r
95678,75306,1512,r
29817,79850,1515,m
29817,68948,1515,m
8657,81733,1517,r
76629,75018,1518,r
63807,74873,1521,r
80277,14456,1521,m
2733,75018,1521,r
35734,82573,1523,r
81057,42864,1524,m
81057,35910,1524,m
81057,98858,1524,m
81057,7826,1524,m
81057,20393,1524,m
113655,76868,1524,r
81057,105288,1524,m
95871,78495,1525,m
74078,71126,1526,m
3687,75018,1526,r
330,82573,1527,r
1971,84826,1529,r
16255,74567,1530,r
22481,75306,1531,r
95591,79850,1532,m
97739,86881,1533,r
77474,87165,1535,r
111003,75181,1535,r
8527,84841,1536,r
2733,75018,1536,r
16255,74567,1539,r
35734,82573,1539,r
44798,74873,1539,r
56610,75306,1540,r
93393,86881,1540,r
38210,81609,1540,m
80470,80466,1542,r
90092,74873,1545,r
25785,75860,1545,m
25785,16087,1545,m
76084,31710,1546,m
76084,111532,1546,m
16255,74567,1548,r
52645,80999,1548,r
41769,82573,1551,r
80277,28538,1552,m
59749,86881,1557,r
28442,87081,1558,m
98106,75306,1558,r
57764,80999,1559,r
105567,82573,1560,r
4816,79385,1560,r
16686,78147,1561,m
100744,84841,1563,r
79141,80466,1566,r
4817,74873,1569,r
69185,86171,1570,r
34070,86881,1570,r
80052,84419,1571,m
8137,84826,1574,r
105108,74091,1574,r
4817,74873,1576,r
111414,87750,1577,m
94401,80277,1577,m
94401,28538,1577,m
82071,81190,1587,r
14793,84841,1588,r
15616,86881,1589,r
12299,103265,1590,m
12299,74567,1590,m
12299,47738,1590,m
82986,75306,1591,r
62688,81733,1592,r
1838,81190,1593,r
76084,86726,1595,m
112042,84336,1595,r
24734,86578,1597,r
114716,86171,1598,r
4817,74873,1598,r
96605,81190,1600,r
19760,78090,1603,r
4817,74873,1605,r
95247,84336,1605,r
104968,81733,1607,r
82043,12370,1608,r
66765,86380,1609,r
53474,74873,1610,r
112212,84826,1611,r
100667,86363,1611,r
30455,86380,1612,r
10724,75860,1615,m
44798,81510,1616,r
4817,74873,1617,r
72516,87154,1617,m
43978,84826,1618,r
82573,45275,1618,m
82573,33332,1618,m
82573,48566,1618,m
82573,32637,1618,m
82573,51717,1618,m
82573,24207,1618,m
12193,84841,1619,r
54432,84336,1619,r
4817,74873,1623,r
78834,74500,1623,m
75793,112342,1625,m
76019,75451,1625,r
50433,81510,1625,r
74606,49314,1626,m
44035,84836,1629,r
24901,74873,1630,r
66765,86380,1631,r
102338,80427,1631,r
57891,77826,1632,r
49997,81733,1633,r
103265,81190,1633,r
86933,86881,1634,r
19760,78090,1635,r
21244,80466,1639,r
94388,84836,1642,r
39897,82579,1644,m
112792,81510,1646,r
4817,74873,1646,r
44329,79850,1646,m
89236,86380,1650,r
6891,86881,1650,r
48931,86363,1653,r
15627,59588,1654,m
15627,88066,1654,m
77206,80713,1655,r
38555,78834,1656,r
77733,86171,1656,r
97029,81733,1658,r
46026,81510,1659,r
85452,56274,1659,m
65213,75181,1660,r
30706,80466,1661,r
94585,84826,1664,r
30465,86380,1665,r
112792,81510,1666,r
43678,81733,1668,r
94585,84826,1670,r
27818,84841,1670,r
21440,112470,1671,m
21440,106211,1671,m
21440,78834,1671,m
21440,94741,1671,m
6219,76084,1674,r
94585,84826,1674,r
61421,88565,1676,m
61421,9573,1676,m
16255,81510,1678,r
43678,81190,1679,r
84612,86363,1681,r
74567,12299,1682,m
74567,47738,1682,m
74567,103265,1682,m
54056,74873,1682,r
89737,75860,1682,m
89737,42858,1682,m
25225,81190,1685,r
112207,75181,1686,r
33960,84826,1687,r
24424,75860,1687,m
24424,90092,1687,m
99804,74873,1688,r
112792,81510,1692,r
48581,80999,1694,r
48034,75860,1695,m
56887,81190,1696,r
12006,84826,1697,r
112792,81510,1698,r
72479,88015,1700,m
72479,103588,1700,m
50132,78147,1701,r
103315,80466,1704,r
73295,84473,1705,r
53040,80999,1706,r
112207,75181,1707,r
80621,59328,1708,m
58314,84826,1708,r
6213,88200,1708,r
74606,49314,1708,m
55787,81510,1709,r
46296,79697,1712,r
116308,86381,1714,m
77228,78147,1715,m
84419,78815,1715,m
84419,28469,1715,m
84419,58711,1715,m
84419,31277,1715,m
58314,84826,1717,r
53040,80999,1719,r
81744,75959,1722,r
39897,82579,1722,m
29654,74873,1723,r
53040,80999,1725,r
112207,75181,1726,r
88844,98852,1727,m
35587,88200,1728,r
112792,81510,1731,r
44948,86380,1731,r
78834,45642,1732,m
78834,106102,1732,m
112207,75181,1736,r
53040,80999,1737,r
53040,80999,1740,r
28585,77275,1741,r
53474,74873,1742,r
11643,84841,1743,r
53040,80999,1744,r
94585,84826,1744,r
60192,82573,1748,r
11643,84841,1748,r
90255,74793,1750,r
84138,78090,1751,r
108548,84836,1752,r
90255,74793,1752,r
114555,86380,1756,r
103691,78147,1756,m
99778,74762,1757,m
99778,57128,1757,m
86814,75860,1757,m
51810,74942,1758,m
51810,18062,1758,m
51810,31537,1758,m
88066,15627,1759,m
88066,59588,1759,m
1838,82573,1761,r
16755,80999,1761,r
104092,31537,1762,m
104092,74942,1762,m
99294,75181,1762,r
104092,18062,1762,m
78147,77228,1764,m
28641,77826,1764,r
61509,82573,1766,r
46207,75860,1766,m
95625,87944,1767,r
44424,78090,1768,r
99294,75181,1769,r
67348,87504,1770,r
46369,78053,1771,r
84714,110479,1775,m
55025,87944,1775,r
110513,84336,1775,r
78147,103691,1776,m
1674,84836,1776,r
80277,28538,1778,m
80277,94401,1778,m
38351,81190,1779,r
43136,79850,1780,m
43136,28657,1780,m
77228,78147,1782,m
45808,74567,1783,r
46369,78053,1784,r
71547,75181,1786,r
70185,81510,1786,r
31782,85482,1788,r
66942,75860,1788,m
79078,75306,1788,r
62580,79375,1789,m
75855,75860,1791,m
53865,75860,1794,m
38335,87944,1796,r
89426,77826,1798,r
116832,78090,1799,r
64752,82573,1800,r
82045,88430,1800,m
14860,75181,1800,r
42964,86131,1801,r
90092,81510,1804,r
74792,78090,1804,r
103691,78147,1806,m
60821,81190,1808,r
31968,84841,1811,r
23628,88565,1812,m
58602,86131,1812,r
84714,39623,1812,m
85151,75181,1813,r
48057,78381,1815,r
32613,84842,1816,r
63043,74250,1816,r
41781,75860,1816,m
68317,84842,1818,r
9345,77275,1819,r
28538,80277,1819,m
28538,94401,1819,m
28538,25170,1819,m
88029,88257,1820,r
46371,78090,1820,r
4817,75181,1821,r
29048,78090,1822,r
24298,82573,1822,r
83196,82573,1825,r
78256,88406,1825,m
89692,75860,1827,m
3551,75153,1828,m
112207,75181,1830,r
82867,84842,1831,r
111325,75306,1832,r
98777,86131,1842,r
43978,84826,1843,r
114567,87944,1844,r
106374,82907,1846,m
60948,84842,1846,r
76439,83957,1846,m
76439,20014,1846,m
77380,23816,1847,m
77380,61830,1847,m
8200,75860,1851,m
80970,84417,1852,m
80970,115053,1852,m
59341,75860,1854,m
29674,75860,1855,m
80052,84419,1855,m
101770,81190,1856,r
9121,75153,1856,m
9121,99916,1856,m
99804,87944,1856,r
94448,75860,1860,m
3236,75451,1860,r
31178,87198,1860,r
113862,84419,1862,m
113862,78815,1862,m
113862,28469,1862,m
113862,58711,1862,m
113862,31277,1862,m
38632,84826,1862,r
84544,85039,1863,m
64232,80641,1865,r
64232,82687,1865,r
14481,84842,1865,r
64232,74793,1866,r
64232,80039,1866,r
90792,80039,1866,r
68890,75120,1866,r
90792,81281,1866,r
90792,82687,1866,r
64232,81281,1866,r
41014,59941,1866,m
90792,80641,1866,r
90792,0,1866,r
86337,77946,1866,r
64232,0,1866,r
68890,87475,1866,r
86337,77946,1866,r
64834,88405,1866,r
41014,79850,1866,m
86337,77993,1866,r
86337,77993,1866,r
3551,75386,1867,m
90792,87279,1867,r
64232,80679,1867,r
90792,80679,1867,r
64834,88405,1867,r
90792,74793,1867,r
94054,88250,1867,r
68890,75120,1867,r
64232,87279,1867,r
77589,87475,1867,r
94054,84825,1867,r
107909,75890,1867,r
64232,74614,1867,r
64232,75629,1867,r
90792,75629,1867,r
90792,87475,1868,r
90792,75633,1868,r
64232,75633,1868,r
64232,87475,1868,r
84336,107673,1868,m
90792,75120,1868,r
107909,75890,1868,r
64232,75120,1868,r
80277,25170,1868,m
80277,94401,1868,m
90792,74614,1868,r
80277,28538,1868,m
94054,84825,1869,r
64232,84326,1869,r
4107,82907,1869,m
94054,88250,1869,r
116300,84419,1870,m
90792,84326,1870,r
64232,88067,1870,r
90792,88067,1870,r
75712,84419,1872,m
75860,74873,1879,r
56209,77160,1879,r
106231,85556,1880,r
44018,84336,1881,r
112792,81510,1883,r
20650,75860,1883,m
44018,84826,1884,r
45808,74567,1884,r
32618,87913,1885,r
89153,84842,1888,r
45808,74567,1889,r
107997,75860,1889,m
44798,81510,1891,r
72501,75181,1892,r
5201,87177,1894,r
15945,74779,1895,r
11383,81510,1897,r
74309,75860,1900,m
94424,84336,1901,r
11264,79697,1901,r
42299,84473,1901,r
86375,84842,1902,r
104432,19594,1902,m
104432,86920,1902,m
104432,79372,1902,m
104432,99834,1902,m
101553,88257,1905,r
45808,74567,1906,r
49517,81510,1909,r
54432,84826,1910,r
15040,81510,1912,r
74762,83522,1913,m
109908,79603,1913,r
5711,81510,1916,r
45808,74567,1918,r
88515,75018,1918,r
19920,84842,1919,r
54432,79231,1920,r
45808,74567,1923,r
114567,75181,1923,r
109171,81510,1926,r
72501,75181,1928,r
46468,81733,1929,r
45808,74567,1930,r
31537,79231,1930,r
69712,85977,1931,m
21829,80999,1932,r
84612,84841,1932,r
16945,80999,1934,r
2479,84336,1934,r
45808,74567,1934,r
28538,80277,1937,m
28538,94401,1937,m
28538,25170,1937,m
86470,74873,1938,r
9735,87944,1938,r
16945,80999,1939,r
46907,84473,1940,r
72062,79231,1942,r
74832,80999,1942,r
45808,74567,1943,r
74832,80999,1944,r
39406,79166,1945,r
112212,84826,1949,r
75861,79231,1950,r
45808,74567,1950,r
31410,84473,1951,r
75564,77580,1953,m
75564,24874,1953,m
108855,81510,1957,r
72501,75181,1958,r
116333,38682,1962,m
116333,115053,1962,m
116333,98674,1962,m
116333,84417,1962,m
110829,86048,1963,r
68773,81510,1963,r
37475,79231,1964,r
31753,80150,1964,m
89726,75181,1964,r
82024,84842,1964,r
45808,74567,1965,r
75860,74873,1967,r
108855,81510,1972,r
11063,14302,1972,r
75860,74873,1973,r
53976,81510,1977,r
20814,86353,1981,r
90115,88218,1982,r
75793,112342,1984,m
19996,86147,1985,m
9224,74873,1986,r
93128,80999,1986,r
116777,84842,1991,r
96973,75860,1992,m
36925,84473,1993,r
52144,75860,1995,m
60189,78010,1996,r
75860,74873,1996,r
88019,88257,1997,r
79655,82907,1997,m
79231,47349,1998,m
13028,84826,2000,r
73050,80999,2000,r
49730,88257,2000,r
46468,81733,2002,r
75180,75860,2004,m
31761,75860,2004,m
100450,80999,2006,r
9008,84841,2008,r
94109,88257,2009,r
44810,79231,2009,r
90092,88218,2010,r
79262,88693,2013,r
78834,43761,2014,m
78834,38555,2014,m
13682,79726,2016,r
18745,80999,2017,r
69712,85977,2020,m
50517,84473,2020,r
25072,74567,2021,r
103895,75860,2022,m
15334,31537,2024,m
15334,74942,2024,m
45808,81510,2025,r
57745,74716,2028,m
57745,74717,2028,m
82907,106374,2028,m
43546,88257,2032,r
84186,75860,2037,m
3775,84997,2037,r
71547,88218,2039,r
38632,84826,2040,r
92903,79537,2041,m
12055,75306,2044,r
33687,90424,2049,m
88221,84826,2049,r
33687,82907,2049,m
80724,84842,2052,r
86741,80999,2053,r
31680,79231,2056,r
14840,75860,2056,m
51765,75409,2060,r
51765,80050,2060,r
51765,84332,2060,r
42276,77160,2061,r
31521,75860,2064,m
49486,84841,2066,r
116511,77293,2066,r
16286,79305,2067,r
14481,84842,2068,r
65221,75451,2069,r
53054,75306,2072,r
42521,84826,2074,r
74652,74663,2075,r
74652,74648,2075,r
83939,86363,2076,r
4817,74567,2076,r
16304,74779,2077,r
88029,88257,2077,r
49649,84841,2080,r
18368,81733,2081,r
18489,79697,2082,r
39646,75902,2082,r
70967,81510,2085,r
77065,80999,2085,r
76631,74567,2086,m
76631,16255,2086,m
76631,49526,2086,m
76631,103265,2086,m
74856,80999,2090,r
32618,88218,2090,r
82907,106374,2090,m
82814,98099,2090,m
82814,102964,2090,m
82814,103804,2090,m
82814,44527,2090,m
78834,106211,2091,m
80277,28538,2091,m
80277,94401,2091,m
80277,25170,2091,m
78834,21440,2091,m
78834,94741,2091,m
78834,112470,2091,m
107841,82907,2093,m
50455,80999,2095,r
53907,84419,2096,m
75018,88515,2096,m
75018,4026,2096,m
58067,78898,2098,r
92461,80040,2099,r
105882,76883,2100,m
86512,77474,2101,m
90662,80437,2103,m
90662,13284,2103,m
58067,78898,2107,r
115272,87504,2108,r
60958,31277,2110,m
60958,58711,2110,m
60958,28469,2110,m
60958,78815,2110,m
74567,4817,2110,m
74567,32618,2110,m
74567,663,2110,m
4817,74567,2110,r
60958,84419,2110,m
66661,80999,2111,r
4408,75018,2112,r
58067,78898,2113,r
105213,88218,2113,r
5038,88257,2114,r
63846,80999,2114,r
99294,87913,2116,r
39096,56086,2116,m
39096,84419,2116,m
59747,75860,2116,m
7780,88167,2116,r
39096,84419,2116,m
84336,103265,2119,m
84336,85204,2119,m
84336,41813,2119,m
84336,101202,2119,m
84336,9018,2119,m
7237,75018,2123,r
67398,84473,2124,r
4817,74567,2126,r
4817,74567,2126,r
44810,84841,2131,r
70525,84842,2131,r
35138,86231,2131,r
101553,88257,2133,r
58067,78898,2133,r
52631,82579,2134,m
82822,84842,2135,r
23473,64301,2140,m
92903,79537,2140,m
23473,84336,2140,m
27474,84842,2142,r
47357,88257,2143,r
34658,84417,2143,m
46405,77293,2143,r
15627,88066,2147,m
15627,59588,2147,m
82476,82579,2147,m
4817,74567,2150,r
71125,75860,2150,m
28538,25170,2150,m
16719,75018,2150,r
28538,80277,2150,m
28538,94401,2150,m
40349,87504,2151,r
100919,87504,2154,r
92025,75306,2154,r
31485,75860,2154,m
108855,87944,2155,r
4817,74567,2155,r
663,81510,2156,r
29519,88257,2158,r
37863,82113,2158,m
37863,58444,2158,m
37863,106052,2158,m
112588,77293,2159,r
69745,75153,2160,m
45808,80486,2160,r
30856,79537,2164,m
33540,80415,2165,r
4817,74567,2169,r
54447,80486,2171,r
57902,75860,2172,m
1752,87504,2172,r
43409,80415,2172,r
20244,88693,2174,r
76272,80415,2176,r
69947,77293,2176,r
74762,55866,2176,m
74762,83522,2176,m
70640,84842,2177,r
28964,80503,2183,r
75899,79115,2185,r
63736,75153,2187,m
55803,84841,2188,r
663,81510,2189,r
16391,75018,2189,r
108887,78415,2189,r
82907,106374,2190,m
97029,81733,2190,r
22566,84842,2192,r
84336,23473,2192,m
84336,64301,2192,m
58649,80415,2193,r
79625,86131,2194,r
20715,75860,2194,m
2176,80427,2195,r
97029,81733,2196,r
61651,88565,2197,m
55803,84841,2197,r
95069,84419,2198,m
101553,88257,2198,r
65234,87944,2199,r
39013,84842,2200,r
3459,77293,2203,r
75861,80486,2206,r
94109,88257,2206,r
86363,73416,2207,m
86363,83939,2207,m
95314,84842,2208,r
58388,87944,2209,r
113423,75860,2210,m
49391,81733,2211,r
66053,49378,2213,m
66053,20759,2213,m
66053,40058,2213,m
13663,80415,2214,r
663,81510,2215,r
60800,77293,2216,r
87418,75018,2216,r
103132,87177,2217,r
47605,79761,2219,r
115272,80999,2219,r
17150,86363,2219,r
109247,81733,2222,r
80277,94401,2222,m
80277,25170,2222,m
9923,87944,2222,r
80277,28538,2222,m
13992,75018,2224,r
80154,80641,2225,r
80154,80641,2225,r
80154,80039,2225,r
80154,80039,2225,r
80154,82687,2225,r
80154,0,2226,r
80154,84326,2226,r
80154,75633,2226,r
80154,80679,2226,r
84824,88405,2226,r
80154,80679,2226,r
80154,0,2226,r
86337,77993,2226,r
80154,82687,2226,r
86337,77993,2226,r
80154,84326,2226,r
90092,81510,2226,r
114959,88218,2226,r
86337,77946,2226,r
86337,77946,2226,r
68890,87475,2226,r
80154,75633,2227,r
84824,88405,2227,r
80154,87279,2227,r
68890,87475,2227,r
80154,87279,2227,r
80154,74614,2227,r
68890,75120,2227,r
80154,87475,2227,r
82907,106374,2228,m
107909,75890,2228,r
80154,87475,2228,r
90255,74793,2228,r
80154,74793,2229,r
80154,74614,2229,r
80154,75120,2229,r
80154,74793,2229,r
68890,75120,2229,r
80154,75120,2229,r
90808,84842,2229,r
80154,75629,2229,r
90255,74793,2229,r
80154,88067,2230,r
80738,74679,2230,r
5371,80415,2230,r
80154,88067,2230,r
80154,75629,2230,r
94054,88250,2230,r
107909,75890,2230,r
94054,84825,2231,r
23719,84826,2231,r
47349,87944,2232,r
51765,75409,2234,r
54431,88218,2234,r
663,81510,2235,r
51765,84332,2235,r
51765,80050,2235,r
69197,81728,2236,r
4817,79761,2237,r
89726,87944,2240,r
103985,85732,2240,m
23346,85732,2241,m
23346,85732,2241,m
44018,85380,2241,r
108516,75018,2242,r
58678,80415,2242,r
112664,75860,2243,m
112664,87951,2243,m
95332,77160,2244,r
80277,28538,2245,m
80277,94401,2245,m
80277,25170,2245,m
97453,84842,2246,r
4817,79761,2247,r
53695,88206,2247,r
663,81510,2251,r
5091,74935,2253,m
56006,75860,2255,m
54573,88693,2255,r
108820,74779,2260,r
66731,75860,2262,m
7916,80415,2263,r
12560,88218,2265,r
28538,80277,2265,m
28538,94401,2265,m
28538,25170,2265,m
35386,75860,2266,m
46406,81732,2268,r
82814,1138,2269,m
82814,55984,2269,m
82814,84868,2269,m
82814,88641,2269,m
4817,84826,2272,r
78010,137,2272,m
1140,78053,2273,r
2095,79761,2273,r
111054,88218,2275,r
69712,85977,2278,m
111685,84826,2279,r
7559,20482,2280,m
7559,77474,2280,m
52253,87913,2281,r
99754,81740,2282,m
42113,88218,2283,r
2095,79761,2285,r
28799,75018,2286,r
38320,76540,2287,r
84336,110927,2288,m
84336,44018,2288,m
84336,56074,2288,m
85206,51358,2288,m
21673,84826,2290,r
19153,85482,2293,r
34815,90220,2294,r
18267,88206,2294,r
93491,79761,2294,r
663,81510,2297,r
88106,84842,2298,r
15040,86131,2298,r
44810,80486,2301,r
44798,88218,2302,r
115272,80999,2304,r
74693,74679,2306,r
9968,80415,2309,r
46032,84826,2309,r
1140,78053,2310,r
99459,55299,2311,m
99459,55958,2311,m
37780,75018,2311,r
2095,79761,2311,r
112046,80486,2312,r
39384,84336,2313,r
663,81510,2314,r
74084,88206,2316,r
35742,86353,2318,r
15005,85235,2318,m
47009,84336,2320,r
15866,75306,2322,r
663,81510,2322,r
87033,20499,2322,m
87033,21051,2322,m
87033,43809,2322,m
87033,103265,2322,m
87033,1878,2322,m
115272,80999,2323,r
51234,74045,2323,r
114945,84841,2324,r
32766,79537,2325,m
15269,86131,2325,r
80951,80978,2326,r
85206,51358,2327,m
51000,75860,2327,m
51000,79434,2327,m
104949,75018,2328,r
80277,28538,2328,m
80277,94401,2328,m
80277,25170,2328,m
68893,79115,2329,r
1878,87033,2330,r
89575,74679,2331,r
663,81510,2333,r
27735,88218,2334,r
45882,75860,2334,m
28349,74605,2334,m
28349,53632,2334,m
28349,53633,2334,m
82047,81733,2334,r
16616,84826,2335,r
18489,77382,2335,r
78542,75306,2336,r
10892,79761,2336,r
77442,77382,2337,r
73559,81733,2337,r
75531,35736,2338,r
94047,79761,2343,r
75564,50262,2343,m
75564,100786,2343,m
75275,86363,2345,r
43761,78834,2346,m
43761,38555,2346,m
43761,104697,2346,m
12376,75306,2349,r
109893,78090,2349,r
663,81510,2352,r
80277,28538,2354,m
80277,94401,2354,m
80277,25170,2354,m
4745,79537,2354,m
663,81510,2357,r
65290,84473,2358,r
663,81510,2363,r
5843,81510,2368,r
2868,75018,2369,r
37886,78090,2370,r
8566,87033,2370,r
56579,81733,2371,r
29654,84826,2372,r
90073,84842,2373,r
29405,75531,2373,m
79426,18694,2375,m
79426,18694,2376,m
6116,75018,2377,r
79742,84826,2380,r
80486,112046,2380,m
75793,112342,2384,m
42411,75860,2386,m
108416,75018,2386,r
137,78010,2387,m
75037,79603,2388,r
80154,81281,2388,r
80154,81281,2388,r
42643,78053,2388,r
114502,84842,2389,r
53971,87033,2390,r
80427,55972,2394,m
80427,76580,2394,m
80427,48439,2394,m
101334,84841,2395,r
29405,88430,2398,m
663,81510,2399,r
65191,74679,2402,r
47314,78090,2403,r
32159,75409,2404,r
32159,84332,2404,r
32159,80050,2405,r
80277,74770,2407,m
80277,25170,2407,m
68801,80486,2407,r
80277,28538,2407,m
80277,94401,2407,m
107462,85554,2410,m
108416,75018,2410,r
37169,84336,2411,r
18745,80999,2413,r
85554,107462,2414,m
31656,26215,2415,r
16942,75902,2418,r
84854,80999,2419,r
83401,75386,2419,m
83401,60066,2419,m
83401,86655,2419,m
54447,79385,2424,r
